iso2,country_wb,year,tfr
PL,Poland,1986,2.22
PL,Poland,1987,2.15
PL,Poland,1988,2.13
PL,Poland,1989,2.08
PL,Poland,1990,2.06
PL,Poland,1991,2.07
PL,Poland,1992,1.95
PL,Poland,1993,1.87
PL,Poland,1994,1.81
PL,Poland,1995,1.62
PL,Poland,1996,1.59
PL,Poland,1997,1.51
PL,Poland,1998,1.44
PL,Poland,1999,1.37
PL,Poland,2000,1.37
PL,Poland,2001,1.31
PL,Poland,2002,1.25
PL,Poland,2003,1.22
PL,Poland,2004,1.23
PL,Poland,2005,1.24
PL,Poland,2006,1.27
PL,Poland,2007,1.31
PL,Poland,2008,1.39
PL,Poland,2009,1.4
PL,Poland,2010,1.41
PL,Poland,2011,1.33
PL,Poland,2012,1.33
PL,Poland,2013,1.29
PL,Poland,2014,1.32
PL,Poland,2015,1.32
PL,Poland,2016,1.39
PL,Poland,2017,1.48
PL,Poland,2018,1.46
PL,Poland,2019,1.44
PL,Poland,2020,1.39
PL,Poland,2021,1.33
PL,Poland,2022,1.29
PL,Poland,2023,1.2
PL,Poland,2024,1.14
SE,Sweden,1970,1.92
SE,Sweden,1971,1.96
SE,Sweden,1972,1.91
SE,Sweden,1973,1.87
SE,Sweden,1974,1.87
SE,Sweden,1975,1.77
SE,Sweden,1976,1.68
SE,Sweden,1977,1.64
SE,Sweden,1978,1.6
SE,Sweden,1979,1.66
SE,Sweden,1980,1.68
SE,Sweden,1981,1.63
SE,Sweden,1982,1.62
SE,Sweden,1983,1.61
SE,Sweden,1984,1.66
SE,Sweden,1985,1.74
SE,Sweden,1986,1.8
SE,Sweden,1987,1.84
SE,Sweden,1988,1.96
SE,Sweden,1989,2.01
SE,Sweden,1990,2.13
SE,Sweden,1991,2.11
SE,Sweden,1992,2.09
SE,Sweden,1993,1.99
SE,Sweden,1994,1.88
SE,Sweden,1995,1.73
SE,Sweden,1996,1.6
SE,Sweden,1997,1.52
SE,Sweden,1998,1.5
SE,Sweden,1999,1.5
SE,Sweden,2000,1.54
SE,Sweden,2001,1.57
SE,Sweden,2002,1.65
SE,Sweden,2003,1.71
SE,Sweden,2004,1.75
SE,Sweden,2005,1.77
SE,Sweden,2006,1.85
SE,Sweden,2007,1.88
SE,Sweden,2008,1.91
SE,Sweden,2009,1.94
SE,Sweden,2010,1.98
SE,Sweden,2011,1.9
SE,Sweden,2012,1.91
SE,Sweden,2013,1.89
SE,Sweden,2014,1.88
SE,Sweden,2015,1.85
SE,Sweden,2016,1.85
SE,Sweden,2017,1.78
SE,Sweden,2018,1.76
SE,Sweden,2019,1.71
SE,Sweden,2020,1.67
SE,Sweden,2021,1.67
SE,Sweden,2022,1.53
SE,Sweden,2023,1.45
SE,Sweden,2024,1.43
SI,Slovenia,1970,2.109
SI,Slovenia,1971,2.157
SI,Slovenia,1972,2.165
SI,Slovenia,1973,2.204
SI,Slovenia,1974,2.125
SI,Slovenia,1975,2.175
SI,Slovenia,1976,2.201
SI,Slovenia,1977,2.166
SI,Slovenia,1978,2.196
SI,Slovenia,1979,2.215
SI,Slovenia,1980,2.11
SI,Slovenia,1981,1.961
SI,Slovenia,1982,1.93
SI,Slovenia,1983,1.81
SI,Slovenia,1984,1.74
SI,Slovenia,1985,1.71
SI,Slovenia,1986,1.67
SI,Slovenia,1987,1.65
SI,Slovenia,1988,1.63
SI,Slovenia,1989,1.52
SI,Slovenia,1990,1.46
SI,Slovenia,1991,1.42
SI,Slovenia,1992,1.33
SI,Slovenia,1993,1.33
SI,Slovenia,1994,1.32
SI,Slovenia,1995,1.29
SI,Slovenia,1996,1.28
SI,Slovenia,1997,1.25
SI,Slovenia,1998,1.23
SI,Slovenia,1999,1.21
SI,Slovenia,2000,1.26
SI,Slovenia,2001,1.21
SI,Slovenia,2002,1.21
SI,Slovenia,2003,1.2
SI,Slovenia,2004,1.25
SI,Slovenia,2005,1.26
SI,Slovenia,2006,1.31
SI,Slovenia,2007,1.38
SI,Slovenia,2008,1.53
SI,Slovenia,2009,1.53
SI,Slovenia,2010,1.57
SI,Slovenia,2011,1.56
SI,Slovenia,2012,1.58
SI,Slovenia,2013,1.55
SI,Slovenia,2014,1.58
SI,Slovenia,2015,1.57
SI,Slovenia,2016,1.58
SI,Slovenia,2017,1.62
SI,Slovenia,2018,1.6
SI,Slovenia,2019,1.61
SI,Slovenia,2020,1.59
SI,Slovenia,2021,1.64
SI,Slovenia,2022,1.55
SI,Slovenia,2023,1.51
SI,Slovenia,2024,1.52
SK,Slovak Republic,1970,2.41
SK,Slovak Republic,1971,2.43
SK,Slovak Republic,1972,2.49
SK,Slovak Republic,1973,2.56
SK,Slovak Republic,1974,2.61
SK,Slovak Republic,1975,2.55
SK,Slovak Republic,1976,2.55
SK,Slovak Republic,1977,2.49
SK,Slovak Republic,1978,2.47
SK,Slovak Republic,1979,2.45
SK,Slovak Republic,1980,2.32
SK,Slovak Republic,1981,2.29
SK,Slovak Republic,1982,2.28
SK,Slovak Republic,1983,2.28
SK,Slovak Republic,1984,2.26
SK,Slovak Republic,1985,2.26
SK,Slovak Republic,1986,2.2
SK,Slovak Republic,1987,2.14
SK,Slovak Republic,1988,2.13
SK,Slovak Republic,1989,2.07
SK,Slovak Republic,1990,2.09
SK,Slovak Republic,1991,2.05
SK,Slovak Republic,1992,1.93
SK,Slovak Republic,1993,1.87
SK,Slovak Republic,1994,1.67
SK,Slovak Republic,1995,1.52
SK,Slovak Republic,1996,1.47
SK,Slovak Republic,1997,1.43
SK,Slovak Republic,1998,1.37
SK,Slovak Republic,1999,1.33
SK,Slovak Republic,2000,1.3
SK,Slovak Republic,2001,1.2
SK,Slovak Republic,2002,1.19
SK,Slovak Republic,2003,1.2
SK,Slovak Republic,2004,1.25
SK,Slovak Republic,2005,1.27
SK,Slovak Republic,2006,1.25
SK,Slovak Republic,2007,1.27
SK,Slovak Republic,2008,1.34
SK,Slovak Republic,2009,1.44
SK,Slovak Republic,2010,1.43
SK,Slovak Republic,2011,1.45
SK,Slovak Republic,2012,1.34
SK,Slovak Republic,2013,1.34
SK,Slovak Republic,2014,1.37
SK,Slovak Republic,2015,1.4
SK,Slovak Republic,2016,1.48
SK,Slovak Republic,2017,1.52
SK,Slovak Republic,2018,1.54
SK,Slovak Republic,2019,1.57
SK,Slovak Republic,2020,1.59
SK,Slovak Republic,2021,1.63
SK,Slovak Republic,2022,1.57
SK,Slovak Republic,2023,1.49
SK,Slovak Republic,2024,1.46
